Group Labels	KO_TP_1	KO_TP_2	KO_TP_3	KO_TP_4	KO_TP_5	KO_baseline_1	KO_baseline_2	KO_baseline_3	KO_baseline_4	KO_baseline_5	WT_TP_1	WT_TP_2	WT_TP_3	WT_TP_4	WT_TP_5	WT_baseline_1	WT_baseline_2	WT_baseline_3	WT_baseline_4	WT_baseline_5
F8VPQ2	2403.68	2742.68	2838.73	2472.43	2670.46	2862.34	3480.5	2603.13	3379.13	2765.13	3848.51	3446.96	3653.56	2894.6	3096.08	3026.97	3624.8	3203.1	3259.07	3599.17
F8VPW8	3640.21	2038.53	2794	2716.43	3602.79	1523.41	2854.05	1303.16	998.27	2313.82	2061.79	1234.99	1278.98	2231.92		2559.59	2431.03	1730.12	1843.78	1478.22
F8VPY2	9670.47	8460.28	9930.53	10342.1	10307.7	10555.8	10936.2	9277.91	9383	9174.34	12316.5	13429.8	14218.3	13973.7	14910.8	10154.4	12161.2	9162.38	9683.38	10019.4
F8VPZ3	2775.99	2548.66	2499.42	2016.25	1860.34	2783.97	3012.24	2347.65	2931.53	2357.84	4511.12	3821.32	3903.45	4500.1	3264.65	2612.96	1838.07	2528.14	2770	2529.48
F8VPZ5	5221.7	3357.34	5633.61	3188.92	3216.89	4363.43	4569.52	6305.34	6723.02	4287.25	4626.96	4976	4288	4251.18	4197.79	4205.9	4117.85	4948.25	6441.33	4898.61
F8VPZ9	2468.5	1851.97	2562.72	2323.1	1789.61	3077.11	2138.28	2373.28	2262.13	2332.65	4115.55	4060.58	4075.56	3899.01	3993.68	2455.79	3363.99	3612.11	3028.74	3855.43
F8VQ05	6874.07	6159.17	6622.47	6006.4	6267.35	7552.1	7820.86	7327.15	7690.92	7343.94	10229.5	9019.51	7788.55	10425.1	7907.2	7632.24	6445.82	8124.2	7172.46	7472.27
F8VQ29	2028.68	1614.06		1409.3		3378.88	3134.9	3255.72	3576	3048.19	3141.14	2393.39	2783.19	3230.39		2402.85	2537.5	2671.21	2658.04	1948.9
F8VQ54	3643.21	2880.33	3527.96	3156.15	2799.44	3073.72	3163.55	3318.96	3532.86	3184.95	5527.68	4668.59	4383.04	5379.44	4826.24	3229.32	3237.89	3646.42	3305.05	3037.47
F8VQC1	63011.5	62278.4	66259.8	66388.9	58401.8	59753.2	63699.7	62802.9	57963.2	67779.6	81072.3	76045.2	69952.6	82463.5	79005.9	62852.3	66372.9	66653.3	65505.5	67532.6
F8VQC7	27323.3	27764.7	29873.4	28617.6	28040.3	23471.6	24578.2	23940	25028.5	24501	33476.8	34559.7	34588.8	35298.2	37677.8	26326.2	25052.6	28544.2	26567.6	28274.1
F8VQC9	2918.77	2558.37	2642.73	2351.05	2583.33	4971.25	5405.88	5399.62	5104.97	4789.79	4274.45	4092.32	4547.64	4730.34	5488.7	5282.57	4634.92	6362.23	6454.87	5756.49
F8VQG4	470.211	336.771		924.192		1749.21	1275.75	1418.52	1253.36	1374				759.839				1213.09		
F8VQG7	2821.86	2336.14	2352.61	2351.55	2180.75	2547.2	2886.94	3165.5	3171.65	2959.93	3309.4	2318.01	2248.49	2594.4	2665.15	3045.78	2385.06	3822.69	3018.43	3261.76
F8VQH0	2340.51	2204.32	2426.15	2049.07	2434.76	2282.7	2976.54	3207.32	3036.05	2695.02	4159.81	3262.46	2636.92	3198.63	3255.55	3749.43	3313.02	3858.75	4021.92	3897.19
F8VQJ3	3988.73	4094.28	4885.9	4479.53	4094.56	5016.56	4524.85	5058.89	5283.74	4887.25	6307.41	5313.74	5466.9	6792.7	6042.76	4711.42	4435.3	5412.92	5629.19	5051.59
F8WGT1	97923	96268.7	95877.8	100797	86985.5	83195.2	73051.8	79856.2	77987.7	88017.6	127293	119517	119006	108894	112963	68418.3	73153.3	75371.5	76067	78810.2
F8WHN4	8458.47	7226.59	7582.23	7705.22	5885.59	5473.71	5324.51	5088.14	5693.21	4697.29	11727.6	10853.3	10140.1	12831.3	11531.3	6693.14	6752.08	7950.35	7367.73	7754.7
F8WHT3	3203.04	2881.07	3755.56	3120.62	2535.78	3975.59	4443.83	4572.45	5512.59	4963.98	8695.87	6372.44	6194.17	6942.75	5954.92	5549.12	5634.45	6040.67	6283.31	6395.09
F8WHY8	29727.5	27344	31714.6	28914	25662.8	32056.1	36033.8	36078	33334.5	35767.2	51670.2	54853.5	51303.6	59717.7	53976.9	49002.6	44996.9	50527	48451.4	54297
F8WI22	761.669	636.977	1008.3	997.873		1110.31	735.349	1375.75	829.291	1579.19	1397.66	1260.65	1390.29	1692.28	1023.73	1282.84	803.859	2448.94	2936.93	2164.3
F8WIE5	20465.8	18819.2	20918.4	19008.3	19058.6	15570	15051.2	15062.1	16012.1	17280	36589.6	31661.9	28964.2	34910.8	31562.5	17288.9	14938.6	18326	17261.9	17819.8
F8WIT2	75587.8	69711.2	72293.9	75924.4	73478.7	52224.5	57242.6	54936.7	56046.9	51749.6	103736	95272.1	84630.4	93929.8	86261.9	69897	67463.6	72752.8	73725.4	75720.1
G3UVU2	75828	75463.7	81498.8	81265.4	82278.3	75394	82503.4	85882.7	81676.9	83079.3	80112.7	80085.6	82768.4	85442.9	85583.6	78793	79666.3	74977.8	81271.1	82148.2
G3UVV3	437.71	727.505	822.624	796.351		847.228	614.64	1019.42	637.691	573.275	989.1	528.355	758.983	1051.47	468.067	774.261	652.657	560.576	602.412	776.068
G3UW78	3585.18	5225.46	3911.04	3138.62	3814.23		3157.75	763.615			3947.2	4610.25	4194.09	4492.83	4511.79	2777.12	7117	2566.61	2961.86	3657.12
G3UW85	817.722		820.686	449.898		971.651	1071.54	988.569	1893.41						442.397		646.114	910.68		644.228
G3UWZ0	14262.8	12603.6	14928.6	13764.6	12143.7	18208.4	20470	18346.7	19524.9	17349.5	13638.7	18409.8	17154.3	20871.2	17409.1	21503.9	19695.3	25502.4	22766.3	23222.7
G3UXW9	43966.6	40881.8	45686.1	47223.9	46676.9	38149.8	40902.8	40099.1	41044.9	43043.3	49933.3	41516.6	41812.1	45375.3	42452	38933.1	38101.7	42471	40863	45235.3
G3UY52	4596.13	3087.72	5669.87	4889.25	1748.56	2421.41	3185.22	2732.74	4115.33	3796.12	3791.1	4998.31	4924.67	7297.31	3836.02	3226.47	3103.13	4484.42	3239.81	2095.24
G3UYU0	2904.55	4187.25	3776.49	3487.44	4506.21	4676.64	5115.52	4424.46	4240.98	3932.77	2746.98	3909.42	3491.95	3176.51	2726.59	4522.5	6339.64	5096.73	4413.65	4488.53
G3UZS3	1362.19	1388.37	1615.38			1064.73	975.039	674.874	989.591									989.116	938.959	1319.59
G3X8Q1	2282.08	2300.08	2232.52	2086.27	1823.87	2607.86	2949.99	2238.82	2347.03	2602.5	3729.9	3541.78	3421.71	3973.09	3807.05	2581.36	3299	2654.28	2614.31	2839.27
G3X8R0	29196	30208.3	31347	32591.1	31834.3	35066.3	32515.3	33007.1	25608.4	35012.9	60759.3	68985.4	74183.8	70869.9	71681.8	45683	53781	46084.8	50437.1	55927.4
G3X8R4	6567.11	6713.23	5600.29	4883.98	5803.56	5503	6545.4	6924.2	7173.04	5480.22	6149.54	7316.92	5128.64	6089.59	5618.19	7786.38	6221.34	7218.47	8255.39	9695.05
G3X8R5	15540.3	17067.6	17253.3	16910.9	15626.6	15466.7	14764.6	15860.1	17651.5	16421.3	24715.3	23178.9	23860.1	23432.6	22147.1	16417.2	14867.5	18278.8	18559.7	18946.1
G3X8S8	2843.4	3412.74	2751.96	3302.85	3687.72	4171.75	4132.03	4291.45	4168.95	3664.64	3954.49	4660.92	5156.16	3546.38	3074.74	4844.54	3953.43	5052.23	5944.75	6661.55
G3X8U8	12344.8	11405	13327.5	11767.5	13445.7	14608.4	15690	16294.2	15006.6	16696.9	22374.5	19884.7	18288.3	21607.9	18316.4	18285.8	17943.5	20551.5	21659.3	20314.6
G3X8X0	15333	14085.4	16497.3	14659.5	12934.1	14042.7	14465.5	15088.9	14760.4	14870.3	26350.7	24311.8	22594.8	26081.8	25001.7	18456.1	17983.1	21510	20413.8	20614
G3X8Y3	97016.8	93182.9	99199.1	100801	97360.9	113730	125381	111224	107662	129289	93578.6	86929.5	79157.1	89353.9	88119.4	112235	110606	117990	115239	115875
G3X908	8654.41	7782.45	9185.26	8431.29	8079.14	17346.9	15564.3	20558.9	17132.2	17443.4	6282.58	6087.26	5921.08	5900.89	5311.78	18226.9	18847.7	20222.2	19050	16150.3
G3X920	21050.3	18363.2	17890.7	17502.2	16888.7	15493.8	15793.7	15427	17719.9	13971.2	14736	17001.1	15161.6	15914.4	13647.2	10580.7	9426.49	13132	11791.2	12887.3
G3X925	304019	275422	338710	321538	299337	210987	243032	255901	228741	249163	818361	642388	628695	684987	648693	332955	378860	421659	458716	465308
G3X928	47919.8	45360.1	50207.6	45843.8	47870.6	44340.4	46045.7	46303.9	46168.8	48612.6	45019.6	39903.4	37471.1	38159.2	35663.1	36229	35083.8	37218.4	35565.9	36412.4
G3X956	129947	123108	139129	135144	135054	174374	197374	179611	167876	172280	92741	113366	111522	125329	120322	139814	145199	140529	140356	142128
G3X963	12468.2	9683.01	13283.3	10998.6	12232	19586.2	20552.2	19330.5	21610.4	18844	13439	18561.1	19502.7	17293.2	18825.3	19507.9	16627	21555.2	17514.3	19290.8
G3X972	63947.6	55261.4	64425.8	66836.1	50752	54792.5	56972.4	57940.6	58176.2	58681.9	70786.1	72460.9	61034.9	74004.6	63553	56931.6	56461.3	62101.6	56308.2	58657.5
G3X975	12926.2	11889.3	13455.3	13118.9	11409	8026.48	8942.33	8653.35	7973.25	7847.56	13139.8	13682.1	15219.5	14690.8	14795.2	11368.1	9194.11	9336.27	9739.04	10037.9
G3X9B1	62331.3	57056.8	62594.4	58321.1	59138.5	94426.4	100724	90911.1	94652	81998.6	39463	58027.8	56145.1	55617.8	59085.4	98849.8	81804.3	100270	91073.5	88164.6
G3X9D2			290.56			404.37			562.395			237.917						674.489	630.599	257.886
G3X9G7-2	16784.6	15594.3	16904.8	15711.7	17326.2	7292.49	8338.17	8163.92	7781.72	8095.69	25555.6	24053.2	25539.4	28349.9	25241	10340.2	9130.6	9658.79	10238.4	11007.9
G3X9J0	3777.19	2159.96	2688.92	2343.89		3490.8	3132.6	3322.9	3907.02	3388.56	2987.85	3216.28	2016.53	2856	2557.36	5562.13	5350.6	5123.44	5645.36	5806.67
G3X9J4			908.24			1393.47	952.707	1982.52	2246.97	1730.12	1438.15						898.941	1503.3		
G3X9K3	18789.3	17159.5	17419.7	16565.2	16872.5	21569.1	22070.1	21737.8	23579.3	21856.4	23218	24045.8	19633.4	23972.7	21193.4	24833.6	18666.4	25843.5	23990.5	24392.9
G3X9Q3	19766.8	18039	20088.7	20528.3	18625.7	23972.4	23254.8	24497.5	26413.3	25574.8	26290.6	25392.2	22951.7	25427	23187.3	26056.7	23900.9	29916.8	25966.2	26753.4
G3X9W0	1695.5	1368.14	1227.68	589.557	1162.99	1740.64	1333.59	1724.4	1604.85	1651.16	2045.41	2105.71	2123.13	3808.37	835.893	1657.95	1800.05	509.913	1649.9	3681.46
G3X9X1	4186.44	3989.84	4586.74	3788.39	3602.17	5086.57	5749.53	4855.77	4711.9	5143.77	5458.28	3692.97	4766.41	4451.2	4026.59	4209.16	4841.46	5419.02	4293.47	5906.07
G3X9X5	27.0243			186.573			71.0999	185.529	299.835	233.886			146.107						196.663	
G3X9Y5	20226.3	18349.3	20059.9	18202	15242.9	14980.1	15412.8	15306.7	17425.4	15179.3	20943.5	24101.1	21546.7	26043.2	23325.2	15923	13177.3	16124.3	13979.7	15009.8
G3X9Z4	6140.28	5333.16	5991.43	6225.42	4745.34	4583.77	4549.05	5457.19	5218.44	5364.97	7369.56	6506.59	6494.6	7262.69	7308	4987.6	5212.27	6822.97	5878.27	5950.3
G3XA08	5581.08	5483.96	6554.23	5416.81	5600.87	6620.32	7015.26	7223.32	6312.91	8027.03	7478.52	7619.31	7571.69	8080.6	7932.49	7541.37	7805.79	8763.13	8166.67	8505.13
G3XA17	77137.2	74691.3	75385.3	75131.4	77893.3	92277	99160.5	87680.3	90063.7	94753.1	103817	99786.9	99542.2	95904	102810	97613.6	95476.8	96433.4	96273	99817.6
G3XA30	7809.95	7435.07	8439.07	7472.5	7472.22	9300.36	9293.77	11065.3	13141.4	8421.55	7581.6	11915.3	10602.5	11333.3	9328.86	8846.95	8450.37	12326.7	9985.78	11337.5
G5E829	48367	44213.2	45373.4	42766	42466.2	23342.7	25515.1	22100.4	23872.4	22758.9	43717.7	53132.9	49007.5	52959.6	51350.7	29116.9	26596.4	27713.1	26670.1	28970.4
G5E870	20245.1	19383.6	22717.5	21046.6	18282.2	16556.4	16729.3	16121.2	18540.8	17427.9	24630.1	25814.6	25135.2	28453.2	25558.2	14362.7	13132.7	15627.1	14093.8	14482
G5E884	5485.03	5436.13	6667.81	6285.45	5860	4651.8	5188.91	5260.21	4842.09	6202.89	8173.37	5309.95	5921.24	5598.61	6565.91	4815.88	5014.72	5281.03	6002.01	5789.9
G5E895	13815.6	13581.8	14412.4	13731.5	12269.3	11363.5	6824	13640.7	13656.9	13108.8	14067.1	14066	11338.1	13071.6	13981.8	11239.2	10470.8	13260.9	11960.9	8469.55
G5E896	47023.2	43088.4	52004.2	45210.8	43557.7	50056.9	50155	49936.4	52545.2	50332.6	68486.2	64993.7	63740	68450.8	62746.4	53919.4	51590.2	62270	59502.6	57801.9
G5E897	252.227	712.94	445.467		513.719				308.496		507.021	620.959		594.675	462.412				286.217	
G5E8A0	17765.9	17402	18675.4	18888.6	17339.4	11384.3	10447.8	11102.4	13165	12452.1	17301.3	16502.8	16547.1	18537.3	17305.6	10956	10031.9	11202.5	10380.4	10993.8
G5E8B1	2078.17	1826.41	2338.37	2106.27	2512.64	1497.57	1544.14	1547.79	1572.06	1680.73	3807	3086.3	2641.22	3326.21	3033.32	1728.54	2678.47	2500.08	2779.61	2665.08
G5E8B9	3087.24	3000.11	3288.64	3908.51	3396.69	3196.6	3665.03	2659.07	2776.09		3036.87	3322.3	3546.97	3535.29	3713.2	2646.92	2805.36	2884.87	1433.23	3041.02
G5E8F4	3191.09	3005.19	2934.89	2528.97	1818.99	1128.96	1614.05	1669.63	963.45	1507.04	6858.66	5958.45	5746.83	4698.63	5445.02	2389.34	1753.41	2528.67	1881.4	2183.16
G5E8L8	249.85		442.469	235.133		519.41	415.338	726.425	634.268	463.686	782.911	667.144	414.607	846.424	429.423	361.148	581.074	559.568	484.503	538.074
G5E8P0	14624.7	13287.8	12572.6	13148.5	10398.8	10243.6	10987.6	10770.4	11777	11188.1	16580.7	15976.4	14590.5	17116.6	15657.7	11816.7	9881.68	13354.9	12755.8	12017.1
G5E8P1	4477.99	2884.21	3993.59	2550.25	2678.08	3520.52	4112.93	4780.7	4251.47	3745.13	4245.78	5378.69	4457.76	5997.94	6843.23	4751.89	4296.89	6059.81	6562.71	4664.81
G5E8Q0	553.954	589.626	728.079	541.021		463.041	656.932	699.73	798.604	1199.41	902.445	1032.97	696.198	669.502	619.029	1062.83	610.999	909.369	1036.26	797.805
G5E8R1	33975.5	31034.9	33551	36106.3	53646.3	37686.5	27911.6	21087.6	19414.3	27356.8	36605.5	57399.4	43584.4	44965.1	42222.3	34717.3	37426.9	21894.5	26613.4	32619.2
G5E8R8	13388.5	12863.1	14385.4	13915.2	11932.7	13672.4	14899.1	15846.2	15987	16269.4	21171.4	15104.4	15111.8	15090	13697.3	15855.2	13188	15968.3	16357.8	16623.6
G5E8S8	7944.47	7042.82	8429.81	6669.27	6555.3	4164.48	5258.59	5254.21	5214.71	5222.87	11491.3	12957	11750.9	14392.3	14379.6	6511.19	5780.96	7281.79	6908.08	7594.68
G5E8V9	9518.54	9782.73	9610.74	10105.8	8394.46	5841.63	5285.69	6347.44	6371.83	6660.38	4428.28	3488.85	3327.93	3346.98	3723.77	3219.36	3509.4	3466.29	4519.7	3826.51
G5E8V9-2	32280.8	29333.4	29993.5	32609.5	30319.3	21846.5	19579.7	22465.2	22486.8	22393.9	28338	23234.9	23577	22504.2	22605.2	18826.2	16980.6	20016.8	18930.4	19442.4
G5E8Z2		1088.64	1136.27	1382.75	856.649		1108.11	1483.31		1005.49	1002.47	1160.96	938.077	1487.64	1034.86	1387.56	962.693	1279.9	1856.72	1533.7
G5E905	5201.22	5554.89	6957.73	5348.01	4720.17	4772.95	5849.04	5409.53	4922.03	5585.55	6364.42	5470.56	5761.37	8046.69	6767	4404.62	4811.08	5128.72	5116.3	5447.55
G5E924	264871	268521	302325	299397	314823	316591	334028	310413	281622	332968	330553	401813	417141	421588	437599	389791	419555	339151	359326	400143
H3BJL7	580.835		285.839	315.127	368.094	854.841		823.97	371.087	332.853	1052.54	845.454	578.042	792.666	1075.82	257.548	279.672	557.862	614.407	205.467
H3BKF4	38104.5	30083.7	24796.7	26697.3	33525.6	40501.9	49717.2	26798.9	55558.2	16544.6	13715.4	25381.9	21024.8	21821.1	18300.6	33808.3	14094.5	27919.8	21843.7	23770.3
H3BKH2	329.297		244.384	146.058		151.277	376.824	207.041			105.068	219.166				186.027	57.265	301.01		362.993
H3BKL1	2330.06	2678.55	1625.98	1563.98	2790.88	1420.63	1631.18	1356.94	2140.38	781.602	1496.95	3046.51	2352.71	1755.03	2367.61	1205.59	659.078	926.879	771.854	786.307
H3BKP8		9161.8	15886.6	12147.2	8538.02	5238.42	4547.21	5131.12	4850.13	6621.65	6851.5	14227.6	7264.59	9391.14	10499.8	3682.87	3666.04		4850.91	5091.59
H3BLL3	5903.7	5208.22	6646.77	6323.74	4705.3	6637.4	7665.06	7204.77	7631.56	7742.37	6446.65	6275.69	6466.92	7766.41	7041.59	8369.8	10621.3	9502.84	8367.46	9198.15
H3BLL4	21173.6	21385.1	22370.3	26908	15402.6	19496.6	12983	19535.1	22618.2	22774.5	34856.7	21938.2	20105.3	21887.7	35369.4	14875.4	26815.9	24978.3	25775.3	23851.3
H7BWY8	49637.4	50188.3	45032.1	46753.1	66165.8	53439.9	53850.6	42805	45662.6	48085.2	47020.3	50192.6	62672.2	41191.4	43454.2	59122.1	59585.4	50293.7	51699.7	50467.2
H9KV00	54288.1	48843.2	51047	52629.3	53829	46927.7	50324.9	42318.5	42311.3	42691.4	59123.1	57992.2	63129.9	55401.6	61632.7	48752.4	48228.7	45504.9	42887.9	46637.8
J3QK52	27438.2	28937.5	21548.5	24165.4	31800.2	39349.9	45942	31496.3	37595.4	25434	13651.8	24182.6	25257.1	17761.7	26810.7	45014.3	31771	28567.1	29362.1	29307.6
J3QMN4	29033	29842.9	27767.5	32861.4	27514.4	14997	15025.5	15643.4	17637.1	17249.3	22003.8	22774.3	22507.6	24441.1	28063.3	15332.4	20407.4	19354.1	20741.1	19895.4
J3QMX0	1908.72			1540.53		916.389			1279.05							879.296		1985.09	1332.3	
J3QN89	23108.4	21943.9	23567.7	21232	21277.5	17642.5	13667.9	12939.9	18085.1	15363.8	9288.28	8301.92	8927.5	8065.75	8550.08	7933.99	5982	7373.43	6541.07	6737.12
J3QNW0	8589.36	8120.78	13328.7	9452.92	12770.5	14331.9	15627.1	13565.1	14989.6	13353.5	23024.3	17803.4	18686.1	20019.9	16501.7	17393.7	28640.8	22854.9	24923.4	20090.3
J3QQ02						1898.7	1606.81	2528.35	3548.54	2118.93						1471.92	1009.16	1783.85	797.714	1619.33
L0N7N1	1883.68	1396.61	2147.56	2115.02	2040.03	2174.04	2407.15	2079.87	2426.13	1976.44	4497.11	4035.54	4683.88	5099.1	3726.35	2163.72	2010.36	2725.67	2474.27	3014.74
L7N209	636.48	1181.39	983.193			887.511	926.505	946.785	1331.87	1136.95	2100.55	1705.28	1827.37	1450.05	1851.65	1529.52	1446	1429.85	1890.44	1798.21
L7N232		1554.49		1245.23					999.149	1697.16	1665.66	1093.84	1529.45			1081.6	1091.27			
M0QWP1	7155.4	6142.17	7265.18	7235.75	4927.37	1872.59	2052.66	1963	2117.6	2003.17	2779.74	2730.49	2985.81	3345.03	3282.1	2161.37	2118.29	2088.64	2393.16	2155.67
M0QWZ1	6448.14	4384.13	5461	4529.49	4724.3	6611.64	5740.29	6360.99	6130.92	7030.09	9718.88	7802.08	8389.38	9093.77	9017	6775.17	7545.37	10011.3	9034.25	8558.56
O08528	28160.9	24022.1	27950.9	26718.1	25310.5	29439.8	36729.4	31027.9	26618.1	27688.7	24929.9	25727.3	24213.9	25247	23822.8	29178	29368.3	29255.5	31075.8	30664.8
O08529	9776.23	9503.35	11106.3	10295.2	9123.57	10111	9066.53	9968.95	11306	10348.2	18687.7	17633.8	16077.3	18587.3	15703.1	13055.3	13712.5	15970	14115.2	14629.9
O08547	67160.1	62774.2	67224.7	67574.3	58979.8	46463	55847.4	47771	44469.5	43616	74241.8	85166.8	100394	87082.1	93381.2	51959.9	55425.9	48773.3	49302.8	54322.6
O08550	3250.57	3235.86	3735.24	3417.8	3171.84	3624.92	4097.64	3528.53	4104.29	3455.36	3969.64	3904.12	4614.26	4405.72	4317.94	3226.51	3280.81	3726.94	3338.02	3402.3
O08553	16980.5	15506.6	18291.3	18737.4	14083.4	13013.6	12172.5	14978	14403.2	15416	45260.4	28943.5	27192.1	31388.2	31034.2	18424.3	18072.4	20501.1	20619.7	21273.1
O08573-2	50504.3	54616.4	52806.4	52269.6	52381.6	83990.1	87519	80654.8	76096.9	73534.7	43928	56229	47667.1	56500.9	48389.7	91617.9	75164.5	83760.6	86167.2	78654
O08579	46586.6	41922.4	48494.8	46399.3	41009.7	38928.1	40106.2	45084.6	48953.5	41192.5	70537	70928.2	67070.7	69120.7	70074.6	56316.7	53468.3	65356.2	58813.5	60374.1
O08582	37681.7	36787.7	36130.4	35943.2	34629.3	36414.1	38584.8	35735.3	35010	37285	52055	45154.8	43477.9	45680.2	45160.3	35214.7	36291.6	37816.7	36033.3	38619.6
O08583	159800	154406	163610	151663	152194	204640	211295	195333	194393	189340	232178	252854	256171	238729	286183	289554	290236	225446	243174	262528
O08599	17932.7	17766.2	20648.3	18094	17210.2	36725.1	39895.9	37983.8	35012.5	35705.3	30775.3	31946.2	30360.4	34296.3	30930.5	40669.3	41912.1	44034.2	46111.2	44073.4
O08600	3351.05	3153.31	3356.76	3549.93	2203.85	3548.2	3105.04	3939.97	4381.33	3400.84	6092.04	3972.48	4707.46	5651.05	4085.77	4526.83	5548.18	5734.65	6010.93	5746.13
O08601-2	5006.92	4392.49	4964.73	4186.38	4667.76	3139.44	3074.45	4009.82	4603.44	4133.55	4183.2	3759.16	4027.03	3617.48	3970.69	2902.34	3406.91	3637.13	3668.4	3338.3
O08609-3	876.785	1193.97	1086.24	949.909	673.664	704.985	834.895	647.103	1094.47	998.498	1820.84	836.171	640.071	1664.3	1101.56	1130.38	1884.34	841.615	659.223	1522.03
O08648-2	11043.4	10400	12651.8	11664.5	10972.9	11934.8	12614.9	12727.9	14124.8	12317.9	19928.3	18606.1	15671.4	17085.6	16179.1	11454.6	12233.8	14915.2	14165.6	14933.7
O08663	59065.3	55761.9	63111.8	64276.2	57312.4	38744.3	52158.1	48370.5	38465.9	43582.7	111769	101322	95561.2	107713	100506	95796.1	104011	111171	116094	112434
O08688	1294.58		1180.73	1189.97	950.957	648.826	1378.18		668.454		2875.61	3825	2191.55	4475.45	4281.79	470.871	967.423	1154.4	1189.71	737.115
O08709	507938	512419	506909	535851	539523	578745	321986	559885	587528	581940	437989	413729	365315	340558	366877	502381	508153	489247	485559	311040
O08715-4	17711	16621.3	20109.5	19582.7	16842.1	17030.3	17377.1	16381.4	19390	16798.1	10705	14038.5	14860	15337.6	15220.2	19091.6	16931.4	21412.1	18599.4	20657.6
O08734	32583.2	22300.1	25795.3	22700.3	42795	32584.9	42619.4	28043.9	38404.1	28253	17998.3	21346.5	21501	28685.7	18434.6	20248	18248	24377	23008.2	24596.6
O08738	12599.5	10990	11320.4	12256	11027.2	7837.69	6005.23	7581.01	8029.36	7233.93	22932.1	19612.8	14109.8	18182.7	14641.4	10970.8	10914.6	11735.6	11311	7199.32
O08740	3728.26	3656.78	2264.81	2024.52	3941.62	2291.41	4407	2250.49	2629.1	1772.08	1189.45	2084.96	1936.42	1928.79	1508.36	1787.02	691.489	1190.36	1123.62	1633.91
O08749	543727	541381	545896	611532	547318	337041	307384	369536	329144	371127	291566	324191	364113	348454	375614	318761	368030	325101	343278	327111
O08759-2	28283.9	26613	27871.1	26316.9	26636.2	34393.1	38195.4	34151.3	37472.6	32981.4	43721.2	41861.9	38956.1	40156.4	35613.3	36253.1	28975.6	38038.1	34834.3	37242
O08760	740.664	629.9	1321.01	546.921	355.134	935.78	874.512	485.779		902.551	889.698		361.785		625.811	769.509	586.697	1140.92	876.2	
O08784	40942.7	41922	44683.9	45619.3	41218.5	54104	62075.8	54565.9	57733.3	65443.4	37721.8	33060	38888.3	37094	41765.4	57960.2	67338.7	60825.3	60566.7	70153.8
O08789	839.745	1382.32	976.558	1001.08	950.175	784.5		734.936	989.608	749.622	670.886	859.859		774.226	1300.52	951.467	1089.11	885.959	1474.47	912.824
O08795-2	516130	507650	557568	572470	514541	265779	270170	313948	295543	335401	333650	323232	389327	367126	390152	242702	255065	245213	265209	258961
O08796	5814.22	5951.59	7112.93	6284.94	5964.69	6346.69	6087.92	6303.25	7934.49	8281.11	3520.48	3175.16	3321.65	3851.87	3858.4	5144.26	5136.6	6272.91	5006.18	5070.3
O08797	2926.4	3215.19	2517.93	2980.94	2067.41	2588.52	2527.4	2458.55	2642.77	2123.5	3685	2992.78	2786.86	2754.42	3196.86	2248.65	2056.52	2553.64	2060.66	2414.3
O08807	45140.4	45018.6	46098.5	47207.4	40611	22923.4	23552.6	25505.9	23637.7	23087.2	37758.5	47546	45521.9	47086.7	44284.2	20508.3	20002.7	21943.4	21826.5	20234.7
O08810	114027	107800	118855	109626	104902	99143	108066	100042	103644	103208	102585	101615	102610	107172	109721	98066.3	98278.7	102749	98414.9	103155
O08811	10881.3	9772.56	11673.6	10879.6	10806.7	12198.8	12857.5	12727.1	13335.2	12698.4	12302	11577.4	11519	13037.1	11722.4	11958.3	11158.2	13357	12772.2	11160.1
O08848	19207.6	15481.4	22125.4	20333.6	16613.3	9516.88	8990.55	10120.9	10899.2	10865.7	20279.7	17485.1	15771.3	20557.6	17858.7	11074.3	9611.26	13182.5	11095.6	12014
O08856	2142.38	2312.53	2861.54	2534.03	2019.83	2500.64	3038.04	2689.95	3213.58	2897.51	4103.97	3462.75	2913.72	4380.92	3077.21	3333.28	3464.56	3659.6	3494.68	4028.42
O08901		495.073	847.376	622.288		1499.82	1213.86	1581.88	1303.06	1257.61	1718.92	1127.61	1000.07	2014.75	1697.61	1696.15	1606.88	2067.51	2236.6	2077.87
O08908	598.525	503.302	660.974	783.586	933.904	827.159	192.98	364.777	877.815	890.542	2164.92	956.6	1262.74	1700.97	1386.1	986.021	627.745	1467.49	1650.81	653.957
O08912	7897.8	7825.93	8030.92	7391.78	6037.09	3650.12	4111.65	4126.18	3916.99	2871.18	4313.77	5335.18	4891.45	6418.6	5574.66	2734.03	2301.65	3124.03	3194.02	3096.53
O08914	23064.3	16850	23415.7	19817	15540.5	10968.1	13086.8	12017.4	11711.2	11037.7	13952.3	21521.7	19084.7	23418.4	20466.1	10140.4	11138.5	12299.3	12336.9	10974.7
O08915	40359.2	37560.4	41991.3	37932.5	39260.8	41201.5	38994.8	40651.1	45427	41821.5	78712.3	75945.8	69044.4	78014	63365.8	47825.7	48518.5	50633.4	52171.3	43123.6
O08917	1120.42	1002.19	515.61	1607.33		1354.28	1639.76	951.088	1246.17	1144.99	1767.11	1177.93		1688.32	1309.21	1146.1	1706.18	1780.95	1235.24	1590.96
