Group Labels	KO_TP_1	KO_TP_2	KO_TP_3	KO_TP_4	KO_TP_5	KO_baseline_1	KO_baseline_2	KO_baseline_3	KO_baseline_4	KO_baseline_5	WT_TP_1	WT_TP_2	WT_TP_3	WT_TP_4	WT_TP_5	WT_baseline_1	WT_baseline_2	WT_baseline_3	WT_baseline_4	WT_baseline_5
Q91VR5	98710.5	88018.6	106653	102173	88858.5	99240.5	110279	101317	105206	105707	105625	105336	100191	113471	102591	109785	106428	112547	113705	113862
Q91VR7	3807.35	4116.54	3580.05	2629.01	3464.52		1872.9	1157.96	1394.28	1566.2	3494.15	5185.78	3727.91	3877.86	4541.78	768.485	1177.7		797.707	1196.98
Q91VR8	1180.06	1376.24	1194.96	831.57	1230.76	926.082	898.881	904.333	1299.85	836.579	852.1	992.149	1317.25	699.897	990.404	428.974		819.447		
Q91VS8	4086.27	3363.32	4065.07	3617.12	3236.97	2965.27	2516.34	2502.39	2514.4	2412.27	3144.42	3287.8	3548.25	3464.49	3309.91	3143.82	3143.48	3849.16	3295.17	3356.84
Q91VT1	8007.34	8313.96	8030.98	7545.28	7208.56	7364.7	6638.31	9324.18	7096.29	7811.37	9563.35	5480.02	5437.17	6564.18	9398.61	7685.66	8860.62	9251.8	8634.72	9202.58
Q91VT4	31936.2	28915.9	30382.5	29732.6	29937.3	16974.8	17485.9	17849.6	17902.1	17085.9	27330.8	33935.5	33060.4	32931.3	32707.7	21234.9	22415.5	22209.7	20928.3	20807.8
Q91VU0	25443.6	26794.4	23574.4	24516.3	23080	18068.5	16924.6	17599.6	18347.4	14057.7	15009.5	20228.6	19622.6	20416.6	22258	13816.8	13459.3	13972	13084.2	13664.8
Q91VU1	2145.87	4612.73	2858.43	1668.44	7383.07	3479.29	1758.12	1484.19	2306.74				1415.79		1220.47	3307.72	2039.89		489.33	942.002
Q91VU6	3194.14	2467.5	3074.15	2455.29	2624.62	1730.32	1958.22	2009.23	1791.59	1938.14	3973.64	3707.85	2808.79	3694.1	2814.63	1656.62	1887.79	2121.67	1934.04	2276.81
Q91VU7-2	69336.8	66657.2	73150.9	71189.8	68174.5	82535.9	92017.3	84149	82680.6	87780.3	65101.9	54658	58140.7	54323	57717.2	87064.4	80373.1	84404.4	80291.6	87824.6
Q91VV4-2	341.306	501.286	553.228	425.383		345.221	458.074	95.0051	633.463		804.879	693.029		535.787	482.423	327.324		725.657	397.94	310.44
Q91VW3	50810.9	53720.4	70682.6	67407	54309.7	81409.1	65168.6	91860	99130.1	105795	112662	98563.5	86017.8	84321.8	98194.3	119513	147332	155098	149165	115054
Q91VW5	4609.11	3901.9	4714.81	4211.6	3566.66	3638.28	3805.95	3486.7	3614.14	3533.38	6748.81	5759.26	5391.51	6154.79	6097.63	4230.61	3983.77	4471.34	3801.87	4320.45
Q91VW9	1500.43	1103.66	1035.07	1955.82	1276.64		1506.59	1765.37	1601.36	1880.24			1557.03	1076.22	906.888	1339.14	1978.02	2321.5	1521.33	2674.8
Q91VX2	31590.1	31493.5	35220	32852.3	28398.9	47258.9	45918.4	53660.5	54530	55628.6	63965.4	35627.2	37621.4	40974.5	42568.2	53529	60930.7	61815.4	64292.2	60537.8
Q91VX9	11741.5	10675.3	10257.8	9349.16	10031.9	6815.45	6692.11	6472.2	7084.08	4907.64	10828	10545.6	10930.7	11802.8	10222.4	5413.94	4627.75	5557.36	6300.05	5234.14
Q91VY5	3840.13	3158.15	4349.43	2689.49	2900.98	3124.72	3092.99	3470.36	3189.1	3074.07	7699.91	5908.82	6536.06	6337.45	5516.89	3773.32	2831.97	4037	3498.73	3800.75
Q91VY9	41849.4	38292.6	42584.3	42528.1	37356	37211.6	40591	35647.5	39565.6	44856.2	27416.8	23408.1	24548.2	24466.2	24676.7	37752.9	36086.9	37423.8	37445.3	36591.8
Q91VZ6	24659.7	24738	27837.1	26436.6	25312.6	24711.1	22988.9	26721.7	25556.2	28439.4	49219.8	36642	37169	38883.8	40926.9	29718.6	34304.5	34464.6	33306.8	35391.3
Q91W18-2	7683.88	8007.97	9578.29	7894.79	7024.36	9123.22	9527.27	8719.67	9448.67	9221.63	12253.4	10296.3	9535.15	11142.5	10256.3	11231.9	11225.3	12165.1	11289.8	12184.8
Q91W36	5115.72	4041.49	4534.94	4536.67	5161.45	6468.43	7846.41	6748.85	5675.11	5561.62	8785.6	8690.43	8517.3	8838.09	8457.87	7490.02	7137.32	7312.99	6240.86	7455.65
Q91W39	24046.5	23786.7	26014.2	23596.9	25677.7	30513.7	29166	29796.8	32315.1	28081.2	25710.4	31282	30042.3	32864.9	32487.5	28105.8	24802.2	30102.6	27125	29242
Q91W40	2683.87	2210.68	2278.49	1827.77	2181.4	1577.78	1864.4	1638.28	1614.01	1706.61	4618.15	3402.53	4159.86	3713.81	3650.27	3024.54	2665.59	2968.19	2478.51	2446.42
Q91W50	41941	41847.9	44719.4	42227.8	44998.8	56872.3	59106.9	56274.9	53237.9	58662.4	72776.1	66850.1	65174.6	69182.4	64972.7	66368.8	61058.1	66728.4	67407.8	66624.2
Q91W52-2	24411.6	23661.4	23997.3	22368	20597.5	8492.76	9097.44	8070.83	8283.4	5749.09	17068	21424.1	19790.6	21273.3	22810.2	8634.35	9423.81	7468.79	8312.29	8420.73
Q91W53	17774.3	15910	17238.9	16796.5	11136.1	9769.14	12258.8	13106.3	12562.3	10373.9	12851.1	11753.2	14286.4	13218.1	13744.1	10097.8	8545.26	11712.1	9563.96	11559.6
Q91W61	2947.57	2678.21	3794.84	4364.35	2113.73	1487.95	1284.21	1758.83	2968.38	2446.67	4707.74	5620.37	4555.65	6677.76	5073.47	1869.65	2103.3	2571.9	2571.36	2376.72
Q91W63	3924.8	3795.3	5232.61	4206.57	3099.71	6290.08	5933.19	6217.82	6345.68	6297.2	5701.14	5003.79	4766.55	6255.15	4421.44	5221.24	5706.41	6203.79	4080.15	4041.25
Q91W67	7550.32	7558.76	6808.04	9036.98	6846.89	3968.55	5559.2	5538.06	6037.35	5155.54	10434.6	8619.58	8436.9	9587.47	10498.6	4712.95	4635.23	5873.07	6097.34	5846.06
Q91W78	10458.5	8946.97	9815.43	9977.56	8821.19	10040.3	7949.63	7643.2	8671.5	9906.84	1798.63	4924.39	8139.28	2764.77	4742.94	8082.42	7684.14	5945.79	6176.64	6224.23
Q91W86	11368.1	11125.9	11436.8	11291.3	9951.11	7742.54	8179.95	7619.77	8711.98	8191.19	11743.1	12452.3	11682.8	12591	12383.3	7530.87	7951.36	8232.45	8017.68	7532.99
Q91W89	11645.6	11680.7	13290.8	12286.6	10503.2	6942.41	6017.34	7050.38	7939.74	8351.92	8390.34	7158.07	6055.65	6899.1	6572.36	4859.61	5738.18	6745.56	6605.47	5692.44
Q91W90	45476.7	49041.1	51739.8	48555.3	46517.8	49252.7	39344.2	58145.2	54005.5	53070.2	46373.3	51455.4	54988.5	51408.9	52266	48071.9	47996.2	53983	51750.9	45287
Q91W96	23155.5	21464.8	22642.4	22520.6	19115.9	18253.8	20729	18775	20122.9	18805.6	25429.3	24387.8	21219.5	24693.2	22455.8	17926.6	15710.5	21487.1	18916.2	18467.2
Q91W97	31752.9	78854.5	40557.1	68137.5	87096.6	58771	82884.1	40076.8	45415.6	68294.4	47210.6	60335.4	81514.4	39990.9	60881.3	55903.6	93755.6	40367.4	41006.9	52872.1
Q91W98	7590.91	6633.85	6711.01	6601.82	4805.42	5434.89	7163.93	5419.47	6311.9	3382.15	5936.73	7049.57	7071.61	6144.62	7171.12	6496.59	5382.68	6979.55	6057.72	7160.74
Q91WA1						972.624	901.926	820.978	1026.87	1143.42	1378.39	1003	1179.26	523.233		1873.45	1325.73	1545.09	1720.99	1735.14
Q91WA6-2	4196.53	4156.27	3458.19	4166.43	5742.45	4139.83	3800.66	4359.2	3849.78	4168.47	3692.5	3798.32	4018.16	3871.26	2825.4	3845.1	3128.28	2471.02	3430.2	3611.92
Q91WB2	1452.29	1007.63	1791.47	2029.88	1838.01	1068.63	1401.64	740.315	1461.88	1974	1527.8		2070.95	2927.01	2354.28	1209.66	1552.63	973.781	1833.64	1767.26
Q91WB4	17003.1	17737.5	19184	16729.3	16661.3	18743.7	21093.4	19612.3	21013	20215.3	21398.3	22362.2	19246.2	21360.8	17863.4	19322.8	18225.5	17464.5	18533.3	18384.5
Q91WC0	15130.3	15149.1	16535.8	14922.2	14129	19584	19176.7	22674	23148.4	18959.3	24157.2	24938.3	20176.3	22914.7	19613.2	21793.9	16421.2	24945.6	22725.4	23969.7
Q91WC1	4028.5	2893.6	4500.66	3478.86	3888.79	4239.15	4427.7	4409.52	4222.45	3414.68	3743.49	3761.38	3695.15	4952.41	3262.16	3290.4	3121.28	4300.27	3731.54	3284.87
Q91WC9	1396.22	1051.16	1559.59	1109.81	1103.33	1301.34	1819.07	1920.67	1794.62	1737.1		1476.85	1600.16	1752.13	1658.43	1157.81		1841.82	1792.99	1762.37
Q91WD0-2	8006.82	8289.27	10657.5	11437.1	5808.11	3458.89	6107.24	5360.71	5755.46	4911.6	6385.35	4111.77	6820.76	7184.18	6152.27	5051.79	2931.7	5169.18	3677.24	4193.6
Q91WD1	16264.3	13661.1	20312.2	15196.2	14715.9	13728.7	19243.4	13589.6	13697.9	16447.7	13619.6	9258.27	11384.9	10441.5	11768.9	14250.5	12125.3	16307.6	13996.7	15041.8
Q91WD4	4206.13	4644.32	3916.01	4394.96	4453.81	4977.95	4470.75	3470.58	6330.45	4028.92	3667.79	4068.81	4793.88	4186.35	4514.39	3550.08	3827.33	5022.47	5329.94	4228.44
Q91WD5	65956.3	53639.6	60277.7	61657.5	53560.8	31685.9	34891.6	34092	36656.5	29588	32974.5	44726.2	43909.6	48060.8	47150.4	31195.4	29186.4	36306	34097.7	34799.2
Q91WE1	20628	20082.4	19806.6	21942.2	19370.9	13946	13347.6	13135.3	12217	14484	24384.9	20481.5	19437.9	19902	19054.3	13761.8	12885.7	14212.3	10396.5	13887.6
Q91WE2	12076.6	11656.8	11005.9	11292.6	14612.2	12382.1	11180.9	11446.6	13269.4	11184.1	18294	15662.1	18321.5	17155.7	17758.9	15193.2	13792.6	14895	14385.1	14649.4
Q91WE4		723.052	843.777		843.083							644.641	2023.4	1413.29	1258.27		447.309			624.762
Q91WE6-2	5656.17	5718.83	5925.6	5069.37	4625.3	3968.12	4607.93	4829.47	4701.43	4390.66	3543.27	5011.77	4484.42	5250.84	5814.84	3688.84	3131.75	4289.59	3915.34	3619.13
Q91WF0	1836.98		1234.2	1214.77	1461.62	888.506	749.372	1165.62		1221.78			1386.23	1632.89	1407.29	806.572		1610.52	636.855	1160.91
Q91WG2	11114.2	10630.6	11493	11434.2	10283	11926.3	10112.6	10574.2	10835.3	10770.1	8820.15	6870.81	7834.32	6685.3	6417.76	6545.26	6057.94	7775.73	6344.49	7153.25
Q91WG3	1759.45	1147.99	1924.52	1723.98	1629.09	1345.59		657.981	1519.16	1179.61	976.934	1722.98	736.441	785.102			774.468	771.828	832.634	768.643
Q91WG4	17024.7	16578.4	17999.3	16410.7	16406	17010.7	17869.6	16012.3	17948	16486.8	15614.9	15001.8	15361	16179.6	15297.3	15718.8	14154.7	17564.1	15556.4	15674.3
Q91WG5	2705.56	2432.3	2872.12	2698.29	2692.59	1492.06	1852.09	2470.54	1663.02	1741.8	2157.38	2013.84	2131.76	2416.57	2264.69	1942.54	2056.4	2672.36	1703.1	3243.51
Q91WG8	8410.15	8717.5	9437.99	8472.89	7961.32	10801.5	11415.7	10794.3	10544.2	10963.9	7876.11	7165.36	7296.09	7660.8	8139.87	8818.81	8930.25	9349.88	9197.5	10391.4
Q91WI7-2	7411.59	7581.87	8165.79	8621.57	8475.3	7224.42	5343.88	6383.18	8435.99	8556.29	5407.66	4503.32	6494.37	5619.85	4974.7	5267.47	4585.31	6812.29	6661.8	6596.94
Q91WK1	14611.9	15385.9	13166.7	14057.2	13795.7	10557.9	10104.3	11943	12520.8	8811.9	9355.68	12662.5	13480.7	12678.4	9648.27	12322.7	8231.58	13012.2	10483.7	10267.4
Q91WK2	122454	115043	129776	131879	121410	130248	147797	132961	135800	157561	126918	111981	121673	118397	119489	164085	158432	151932	148301	169838
Q91WK5	34301.7	39259.8	36003.9	31003.5	29428.4	26269.8	23414.2	33092.4	38797.8	30863.1	29701.1	30386.3	29732.6	36675.9	31110.8	33779.3	33557.9	36731.6	35299.7	22501.4
Q91WK7	1478.63	1710.73	1696.44	2353.69	1764.33	2732.78	2997.67	2434.07	3455.54	1526.66	2703.64	2839.92	2561.75	2563.41	3793.01	2041.85	3290.26	2990.5	3233.65	1869.83
Q91WL6		586.289	573.584	926.354		577.894	461.074		997.307	735.249	1241.4	958.346	463.954	1075.31	743.556	988.977		1495.45	1388.47	585.554
Q91WL8	4139.11	4602.53	4244.48	4312.09	3703.23	2243.47	2062.75	1556.49	1994.48	2184.14	4307.15	5780.74	4766.3	7107.55	5026.77	2371.81	2762.91	2382.3	2403.72	2521.77
Q91WM0	2486.89	2517.47	2830.21	3249.77	2835.89	2079.47	2770.59	1930.74	2178.17	1632.82	2771.86	2373.55	3090.34	4331.72	3767.86	2101.52	3198.95	4068.08	3222.34	3113.85
Q91WM1	16560.1	16377.1	17162.7	16837.2	15178.6	16376.7	17140.9	18235	16222.7	17023.6	23285	22064.8	23339.4	24838.7	23465	21146.4	19278.6	25010.9	23037.7	22921.4
Q91WM2	26762.7	26646	25542.3	27044.1	20119.2	19168.3	17503.4	20249.5	19269.4	19373.6	25004.9	21828.2	23251.4	20615.7	25208.4	18643.4	19334.7	17127.4	17101.7	20080.9
Q91WM3	41356.1	40867.5	45274.9	41758.1	39979.9	48700.9	54548.2	48079.9	50443.3	47383.2	25559.1	30593.6	30328.5	32455.9	33749.1	49676.4	48129	52497.9	52345.5	47993.4
Q91WN1	43442.3	41623.7	42452.5	42156.1	43242.7	57524.8	66408.7	63232.4	62769.9	61937.8	84346.9	74792.2	73531.4	84414.1	83497.5	78075.1	84165.9	81147	82399.9	81693.2
Q91WQ5	6298.16	5835.18	6425.03	6016.56	5198.36	5876.51	6824.54	6756.02	6141.89	6029.31	5701.35	6536.16	6720.73	7168.78	6624.41	5907.95	6771.45	5701.87	6132.8	6671
Q91WR3-3	6282.98	6036.38	9044.05	7835.49	6148.47	6922.62	5926.05	7406.89	7663.48	8858.22	9318.91	10344.5	6472	9647.2	6776.95	6742.3	5885.29	10132.6	9390.53	9121.59
Q91WS0	116052	96125.4	110183	121040	102488	63439	73855.5	65084	57541.4	62968.5	53974.8	76298.1	75839.5	76183	79632.2	60878.5	71267.3	58978.5	61560.9	69833.4
Q91WS7	2080.68	2505.69	3004.47	2338.47	2344.05	3051.37	2573.26	3339.74	3628.86	2444.44	4296.52	2896.35	2790.89	3209.11	2792.95	3831.49	2147.95	2600.48	2480.11	2602.79
Q91WT4	1165.94	1704.22	1589.3	1815.45	1791.77	1775.62	2001.76	1742.2	1683.4	1962.85	827.938	823.284	984.105	1295.42		1840.15	1830.17	2041.21	1760.72	1794.37
Q91WT9-2	857.029	954.432			1673.3	1489.99	1924.52	1835.96	1118.74	1394.19	1586.94	732.806			399.171	1763.36	2245.73	2189.55	2023.83	1984.48
Q91WU5	34765.8	34172.1	36023.3	41005	36132.4	37591.2	26274.7	37593.3	36170.2	38205.1	35470	31975	29910.1	30873.2	35985.7	33470.1	36488.1	36015.3	31958.4	27349.7
Q91WV0	21756.3	19856.7	22066.6	22805	28494.4	23927.4	22310.7	21791.8	20108.7	23173.7	31135.5	30735.1	40690.5	35032	27210.3	21825.3	20286.1	20827.7	26905.5	25830.8
Q91WZ8	2484.43	2980.67	2462.01	2392.4	2556.61	1401.11	1375.06	1770.26	1648	2099.22	3022.35	2841.72	2826.39	2042.26	1907.45	1266.42	1500.47	1830.08	1666.32	1886.79
Q91X21-2	5499.75	3601.49	5727.33	4827.77	3915.22	3273.47	3256.07	3430.65	4022.08	4448.26	3183.03	5360.35	4878.1	5731.84	4651.71	3098.72	2398.32	3227.43	3175.07	2990.08
Q91X43-2		221.784									678.605			452.763						
Q91X51	6393.8	6822.15	7248.05	6400.34	5932.59	5287.5	5034.46	5921.38	6094.05	5188.73	3947.39	6199.88	5451.06	6332.64	5451.22	3511.65	3127.64	5141.43	3731.81	4272.62
Q91X52	2991.84	3179.9	3384.07	3730.71	3005.54	1519.98	1846.56	2647.27	2885.15	2331.07	7581.44	5862.05	3875.85	4686.52	3693.32	3044.45	3299.07	3735.45	4080.3	3741.12
Q91X58	2080.81	2252.11	2729.9	2217.93	1935.37	1463.36	1277.06	1600.25	1892.36	1639.18	4885.61	4180.88	4280.35	4256.87	3604.29	2611.37	2782.42	2397.11	2351	1908.72
Q91X78	128901	125524	117803	125571	126601	85974.7	96697.3	80083.1	75329.3	72539.5	42809.9	57715.4	60413.5	53898.5	66163.3	66206.4	68219	52282.7	50781.5	59367.5
Q91X84	4734.29	3732.38	4253.98	4236.61	3155.5	4453.29	5675.93	5452.08	6092.19	5248.88	5815.19	4913.03	5221.86	5425.53	4040.72	5176.26	6341.21	5949.43	6031.78	6340.6
Q91X96	36172	49637.8	56832.6	50371.2	64097.6	42053.2	33635.9	49297.2	36935	54580.5	36737.5	37013.4	34944.4	36285.9	40986.3	40437	37703.9	37861	32929.2	32083.8
Q91XA2	14096.7	13704.9	16048.9	16815	13219.5	16396.7	14217.1	14601.5	17512.8	13611.4	9912.34	11235.5	12131.3	12244.5	10352.7	8650.27	8127.39	9460.71	9610.86	9109.58
Q91XB7	2268.6	2501.68	2021.75	2558.9	2646.87	1217.14	1127.39	1546.98	1466.1	1203.71	1139.27	1818.08	1485.9	1280.66	1129.62	1088.7	651.731	1081.44	632.899	902.239
Q91XC8	14137.2	16181.1	14103.4	12987.1	17425.3	17728.6	11975.7	17615	22396	17517.4	23838	19273.5	21521	16264.5	17625.3	22323.5	16793.1	18319.6	19913.5	16195.6
Q91XC9	8835.1	7080.87	7588.44	6294	7881.47	7073.26	8240.32	6252.67	9620.06	5235.74	4999.42	7020.51	6421.23	5928.85	6125.32	6359.27	3913.6	7159.21	6103.95	6262.52
Q91XD6	22285.1	20883.5	23391.8	22808.1	21168.6	15870.5	17334.3	15541.7	15539.2	16218.9	26359.3	24253.3	19704	23791.9	22583.4	15687.1	14856.4	16287.2	16689.3	16654.6
Q91XD7	8072.69	7732.05	8399.4	8606.18	6357.8	4743.53	4728.41	5605.88	4911.45	5215.93	4654.94	8416.46	7251.94	8792.19	6688.35	4526.36	4089.98	4968.51	5122.67	4289.53
Q91XE4	7974.56	7265.04	8043.83	7879.14	6370.2	8095.61	5134.05	8548.05	10657.2	8615.4	7435.52	7145.26	6279.08	6275.96	6151.5	7818.86	8882.85	9387.65	8293.42	4901.54
Q91XE8	88335.2	79780.2	74584.9	76077.7	77271.4	47308.9	55098.5	47281.2	59105.5	39971.3	32217.1	44815.6	46825	52695.1	51006.5	34974	36142.4	34811.5	33032.2	41129.9
Q91XF0	42292.3	38679.5	39702.7	40466.5	39274.1	25193.1	21653.5	28944.9	32260.3	25441.8	45706.7	43428.9	40448.5	43480.2	44515.2	30401.2	24817.9	33431.4	32446.8	26814.2
Q91XH5	5690.79	2406	3014.95	2362.87	1814.77	7685.36	4412.74	2954.16	3056.3	2400.33	5301.21	2347.88	3116.14	3041.75	1623.94	8407.52	5663.1	2279.68	2250.43	2223.94
Q91XH6	13290.9	9624.44	12293.4	12472.1	9096.39	7635.67	7291.54	7481.57	8239.02	7582.47	13450.7	12799.3	12397.1	14339.6	15688.5	11056.2	9232.18	11301.5	7412.2	10394.5
Q91XL2	986.739	1082.16	1753.81	1437.89	670.298	1095.85	1047.85	1316.1	1058.36	1394.95	2117.71	1261.23	1326.31	1668.9	1100.08	1006.32	1044.34	1646.76	1332.75	1974.86
Q91XL3	7469.11	7540.36	7497.8	7818.66	5515.39	3368.33	3680.47	4028.29	4699.58	4018.1	4925.93	5351.46	5321.49	5853.13	5533.96	2687.29	3493.27	4555.95	3370.32	3895.38
Q91XL9	3252.05	1922.29	2504.94	2069.05	2344.5	3094.4	3485.97	2944.83	3384.94	2531.66	2380.35	2794.86	2857.59	2843.61	2301.52	3236.77	2682.16	2570.55	3151.31	2681.31
Q91XU0	3354.28	3322.76	3971.44	3952.79	3512.13	4662.41	5622.2	4286.52	4177.96	4228.93	5912.28	5791.78	6151.9	6307.18	5062.52	4958.26	5311.63	5402.54	5072.87	5501.7
Q91XU3	15974.1	13949.3	16601.1	16782.3	14418.3	13755.6	15620.8	16897.3	16502.7	17295.2	19509.5	16719.1	15769.7	18886.7	17841.2	12179.9	13359.4	15545.2	16024.1	15909.3
Q91Y44		744.67						478.96		487.292	962.694	850.452			931.268		675.867	1158.37		965.305
Q91Y74	5450.99	4796.58	5542.02	5188	3530.92	2977.54	3184.99	3620.07	3095.52	3473.37	4294.59	3808.77	3777.74	4406.59	5796.11	2783.22	2688.92	3387.88	3470.67	3482.04
Q91YD3	16058.5	14852.2	16548.1	17865.4	13737.5	19320	19201.2	18619.3	18029	18082.7	22926.7	22233.9	21876.3	18997.5	19666.7	20279.1	20786.8	20588.5	20353.1	20646.1
Q91YD6	3988.42	3885.11	4152.28	3637.29	3410.26	6950.56	7500.99	7458.39	7884.36	8005.5	3253.7	3183.46	2711.24	2864.37	3206.27	5647.18	5194.46	6642.95	5655.94	6145.85
Q91YE3	8995.23	6693.45	8056.02	7064.23	6405.03	5746.47	6203.34	8051.23	7570.57	8126.67	20707	16347.1	14573.9	14883.7	15203	11855.4	9155.61	12169.1	11659.1	9521.46
Q91YE5-2	4055.1	3243.45	4371	4513.1	3959.86	3593.42	3985.48	3299.25	3250.63	3966.18	6717.58	6578.64	7054.13	7848.16	6738.81	3968.33	4706.14	4910.83	3823.53	4679
Q91YE6	25443.4	23517.4	23892.3	22311.2	25313.2	25086.1	26105.3	21568.6	22848.3	21137.5	24750.2	25573	25893.3	24897.1	20750.6	24238.1	17981.3	19664.7	20139.2	18820.6
Q91YE7-2	6511.42	6134.83	6438.72	6939.02	5702.06	7128.81	7400.12	6675.02	7782.97	7325.66	7657.45	8409.2	8606.84	7693.82	8073.85	7723.34	6316.45	7737.31	5891.77	7020.56
Q91YH5	24655.5	20351.2	20265.4	21689	26271.8	23053.8	21231.2	18753.3	24469.5	16626.3	15809.4	23785.6	24392.3	21408.4	22205.9	21023.7	16061.3	17818	15664.7	17298.9
Q91YI0	26048.8	26687.2	26829.9	27074.4	23461.9	15695.3	14057.5	19496.6	18720.8	16434.6	36318.9	30050.1	28528.3	27513.1	29175	17641.8	17392.9	19171.4	19321.8	17367.4
Q91YI4-2	11327.3	10357.1	10724.5	10676.6	10298.8	14038.2	14065.2	13293.3	14739	13265.2	11503	11429.1	11051.2	11933.3	10662.5	17871.1	13452.8	18023.4	15917.8	15912.7
Q91YI6-2	803.503	548.194	1040.45	577.619	1077.64	635.44	1162	1610.6	1407.42	1049.86	1614.19	1482.57	1150.1	1812.84	1318.94	974.606	1026.11	1604.59	1356.22	1352.56
Q91YJ2	4499.94	5139.36	5691.37	6229.36	4509.71	6398.59	5497.89	6558.15	8172.32	7480.19	5852.34	5042.14	5271.73	5608.03	4595.6	4985.2	5590.03	5823.76	5579.07	6116.29
Q91YJ3	22695	25359.3	23901	23228.7	27347.3	26373.5	26924.5	26970.8	28038.6	25762.1	14204.1	16921.3	15253.9	15003.2	17721	25315.6	22647.8	25146.6	24866.6	26558.8
Q91YJ5	15941.2	14292.2	17127.1	14699.7	12401.6	10950.8	13480.8	13361.5	12814.9	10921.6	21089.4	22790.9	20255.4	24828	23413.5	17044.3	16631.1	18312.8	16769.2	17627.1
Q91YK2	21264	19326.5	21400.4	20152.1	19602.8	36226.7	37888.1	34411.6	34962.7	34783.7	18528.9	20748	20189.6	21068.7	20474.8	40515.5	39964.5	43238.8	39427.3	41594.1
Q91YL2	16186.8	14115.3	15488.2	14798.1	12860.3	18955.7	17866.1	18221.8	19610.8	17568.8	18327.9	17691.1	16062.7	16008.7	15173.2	19093.4	16952.6	19488.8	18932.5	18258.9
Q91YL3	14084.8	13127.1	12593.5	8747.61	9806.66	11822.7	10707.4	10256	13695.7	10542.7	11274.3	11913.6	6483.33	12294.8		11632.8	7390.38	7932.47	11934	10935.6
Q91YM2	3741.28	1790.31	4004.02	2987.21	1811.47	1555.95	2537.17	2352.83		2525.91	2779.13	3310.82	3100.35	2234.87	2627.51	2021.75	1915.63	2025.11	2132.55	
Q91YM4-2	17909.2	13948.7	17034.2	15045.6	15119.8	15036.6	17208.4	17529.7	19362.1	14911.6	13900.8	18057.3	13251.6	17705.6	15964.7	19807.3	13842.8	21749.8	19192.7	20882
Q91YN0	6100.85	4201.12	4990.75	5690.04	5229.04	3481.09	3588.76	4079.75	5652.75	5931.39	6141.42	6353.17	3935.09	4690.87	5118.2	3226.08	2908.04	5088.13	4815.21	4918.13
Q91YN1	617.538		805.286	812.364		1118.06	1154.81	1304.04	1254.76	951.502	491.587	1198.45		457.579	503.528	1453.61	876.243	1491.35	1068.22	946.871
Q91YN5-2	13619	15057.6	15389.9	14275.9	15040.9	33821.1	19603.9	39870.7	42291.7	35401.1	12018.3	9615.88	9723.23	9795.1	10964.6	28560.3	28829.1	33382.4	34999.2	23803.8
Q91YN9	48594.5	45488.9	47184.2	49790.5	42108.2	53364	51361	52109.5	48762.3	45641.4	30851.4	37812.1	35150.8	35125.8	36880	44263.3	40406.1	43852.6	42298.5	43020.4
Q91YP0	38577.6	34899.9	39667.4	33146.8	29924.3	23943.4	30766.5	27641.2	26867.3	22607.1	26487.1	40388.7	39906.3	39660.7	41842.5	26745.9	26358.2	28631.3	27972.6	30714.1
Q91YP2	26475.8	25234.1	27199.9	25387.3	23845.3	20644.4	20015.5	23159	22585.3	23219.4	21358.1	21216.2	20398.2	21937.5	21032.5	20786.4	22284.3	24234.4	24134.6	23286.3
Q91YP3	24937.9	27299.3	24705.5	22628.3	21669.9	21498.8	21012.2	21886.4	24449.5	23157.5	30063.9	24228.3	23248.8	24557.3	25296.5	24638.2	21592.8	27775.7	25370.6	29190.2
Q91YQ1	5441.91	5608.34	6199.03	4587.53	4468.97	4450.08	5353.73	6410.14	6042.61	5269.41	5234.11	6137.54	6088.86	6964.23	6453.76	4386.35	5582.83	7486.81	5344.03	6222.47
Q91YQ5	206308	199191	220232	215738	201322	166489	173037	176942	168536	158255	136031	193744	171205	196822	184293	161571	157149	168327	176509	169364
Q91YR1	57764.1	62063.1	57176.9	57162.7	57908.7	41338.4	43852.4	40540.9	42856.3	48504.9	78365.4	60265	61802.1	60696.9	61705	40646.9	36618.7	40557.1	35474.6	43254.7
Q91YR5	25224.3	26240.3	25784.4	23763	23682.2	25858.2	27717.4	29168.1	30236.2	29810	22552.5	19657.8	19279.2	21924.6	22637.3	25827.4	21801.4	26334	28808.9	30464.5
Q91YR7	84138.4	79821.2	88575.3	84821.5	79832	89277.3	93515	89128.4	92114.7	94600.7	106851	102607	99806.4	113801	108609	100614	98954.7	107501	103656	109357
Q91YR9	55725.4	57499.6	53797.2	58225.7	54296.2	55093.7	38590.5	56506.1	54651.8	53667.2	79363.3	75807.3	70712.6	75980.9	71102.5	50381.1	56167.8	54866.3	53875.2	41069.6
Q91YS8	1625.76	1764.68	1798.24	1591.13	1868.4	1928.55	2289.55	1919.5	2062.79	1615.35	3109.32	2446.73	3137.88	2822.77	2834.52	2395.01	1718.38	2674.79	2315.74	2451.95
Q91YT0	69258.9	69196.5	73725.5	69433.6	65715.7	39269	42295.3	41580.9	41368.3	36476.5	38852.9	52753.7	54604.4	56215.6	57318.6	36853.8	36852.7	39042.1	38681.4	39369.8
